#TYPE System.Management.Automation.PSCustomObject
"Name","Group"
"Rmills1","UK-SG ADMIN_FSAP LONDON ADMIN"
"Rmills1","UK-SG ADMIN_SHARED_KAT2"
"Rmills1","UK-SG TRT_TOOLKIT"
"Rmills1","UK-SG MAN_TAX_ALL"
"Rmills1","UK-SG GLA_PFS_ALL"
"Rmills1","UK-SG TRT_QUALITY"
"Rmills1","UK-SG 805_ALL"
"Rmills1","UK-SG TAX_FDSGAINS_ALL"
"Rmills1","UK-DL Glasgow Managers"
"Rmills1","UK-SG Pre2000"
"Rmills1","UK-SG FAS_TRT_ALL"
"Rmills1","UK-SG BOS_USER"
"Rmills1","UK-SG 883_ALL"
"Rmills1","UK-SG SMS OtherTaxAll"
"Rmills1","UK-SG ADMIN_CIM TARGETING"
"Rmills1","UK-SG CWH_IG_ALL"
"Rmills1","UK-SG SMS Peoplesoft"
"Rmills1","UK-SG PUD_ST&DS_ADMIN_SHARED"
"Rmills1","UK-SG ST&DS_ALL"
"Rmills1","UK-SG BIR_PEN_ALL"
"Rmills1","UK-SG 667_ALL"
"Rmills1","UK-SG CLIENT_NON_STARS_TRANS"
"Rmills1","UK-SG CWH_FS_SPLIT_TEST"
"Rmills1","UK-SG 967_ALL"
"Rmills1","UK-SG CWH_FS_ALL"
"Rmills1","UK-SG 879_ALL"
"Rmills1","UK-SG 878_ALL"
"Rmills1","UK-SG SMS TaxAll"
"jmoore8","UK-SG Alphatax Loader Site Administrator"
"jmoore8","UK-SG Alphatax Loader CTC User"
"jmoore8","UK-SG Alphatax Loader KGS User"
"jmoore8","UK-SG Alphatax Loader CTC SuperUser"
"jmoore8","UK-SG Alphatax Loader KGS SuperUser"
"jmoore8","UK-SG Alphatax Loader KGS Secondee"
"jmoore8","UK-SG Alphatax Loader Support"
"jmoore8","UK-SG SCCM KGS Alphatax Users"
"jmoore8","UK-SG AAD EXO Journaling"
"jmoore8","UK-SG Intune App - NowSpace Pilot"
"jmoore8","UK-DL S&D CR Network Champions"
"jmoore8","UK-DL S&D Infrastructure"
"jmoore8","UK-SG SCCM WorkSite Macro Update Users"
"jmoore8","GO-SG MC Delivery Backbone Users Regional EMA"
"jmoore8","UK-SG HMRC_GMSHOPS_UK_Temp"
"jmoore8","UK-SG AAD GBL - Office 365 Multi Geo"
"jmoore8","UK-SG SCCM ADLookup Users"
"jmoore8","UK-DL O365 Users"
"jmoore8","UK-DL Clara server downtime"
"jmoore8","UK-DL Source Comms B-E"
"jmoore8","UK-DL Source Comms"
"jmoore8","UK-DL S&D AMS Ops Team"
"jmoore8","UK-DL CR Newsletter"
"jmoore8","UK-SG HMRC_CTC_UK_NEW"
"jmoore8","UK-SG SCCM Visio 2013 Std Removal Users"
"jmoore8","UK-SG HMRC_CTC_Offshore"
"jmoore8","UK-DL S&D Performance Managers"
"jmoore8","UK-SG TECHS_ADMIN_TECHSALL_CRS"
"jmoore8","UK-SG OneDrive Users"
"jmoore8","UK-DL S&D Grade D"
"jmoore8","UK-SG SBA IRIS"
"jmoore8","UK-DL All D Grades"
"jmoore8","UK-DL Source E-B Grades"
"jmoore8","UK-DL S&D App Maintenance & Support"
"jmoore8","UK-DL S&D Regions All"
"jmoore8","GO-SG Alex User"
"jmoore8","UK-SG MobileIron Test Group"
"jmoore8","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"jmoore8","UK-DL JCC D&E ALL"
"jmoore8","UK-SG HMRC_PA_Offshore"
"jmoore8","UK-SG Intune Exchange Online Outlook Users"
"jmoore8","UK-SG Intune Mobile Users"
"jmoore8","UK-DL TechS Service Delivery"
"jmoore8","UK-SG AAD GBL - Dynamic CRM Essentials"
"jmoore8","UK-SG AAD GBL - Enterprise Mobility Security E3"
"jmoore8","UK-SG AAD GBL - Office 365 Enterprise E3"
"jmoore8","UK-SG Privileged Tax Role Intelledox Manage UAT"
"jmoore8","UK-SG Privileged Tax Role Intelledox Manage"
"jmoore8","UK-DL TechSolutions BRM"
"jmoore8","UK-SG HMRC_PCC_Offshore"
"jmoore8","UK-DL Solutions Staff All"
"jmoore8","UK-SG HMRC_GMSHOPS_UK"
"jmoore8","UK-SG HMRC_PA_UK"
"jmoore8","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"jmoore8","UK-SG HMRC_GMS_UK"
"jmoore8","UK-SG HMRC_PCC_UK"
"jmoore8","UK-DL D&E Client Facing"
"jmoore8","UK-SG CompAnalyser_SRT"
"jmoore8","UK-DL 2016 Bonus - E_D grades"
"jmoore8","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"jmoore8","UK-DL Source UK Access"
"jmoore8","UK-DL Solutions E grades"
"jmoore8","UK-SG SCCM Cisco Agent Desktop V9"
"jmoore8","UK-DL Non-Registered Wiggle 2"
"jmoore8","UK-SG VDI TAX live full clones"
"jmoore8","UK-SG SCCM Microsoft Office 2013"
"jmoore8","UK-SG VDI PKI TEMP"
"jmoore8","US-TAX GTTP Non-UK All List"
"jmoore8","GO-SG MC Delivery Backbone Users ARIS"
"jmoore8","GO-SG Global Benchmarking Plus light house"
"jmoore8","GO-SG Delivery Backbone Users"
"jmoore8","GO-SG MY360 AMS Users"
"jmoore8","UK-DL Tax Central & CTT E grades"
"jmoore8","UK-SG SCCM NavigoFontFix"
"jmoore8","UK-SG Global Delivery Backbone Users"
"jmoore8","UK-SG SCCM Autonomy Worksite V9"
"jmoore8","UK-DL WorkSite TAX Contacts"
"jmoore8","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"jmoore8","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"jmoore8","UK-SG TaxWorkflow_Support"
"jmoore8","UK-SG MS2012 RDS ServerAccessPortal - Development"
"jmoore8","UK-DL Data Cleanse"
"jmoore8","UK-DL ITS Major Incident Notification"
"jmoore8","UK-SG SCCM Project 2013"
"jmoore8","UK-SG SCCM Cisco Agent Desktop"
"jmoore8","UK-SG SCCM KPMG WorkSite FileSite & EMM"
"jmoore8","UK-SG SCCM Corporate Tax Compliance Users"
"jmoore8","UK-SG MS2012 Lync Project Deployment Group - Glasgow"
"jmoore8","UK-SG UKTAX VDI"
"jmoore8","UK-SG SDS Digita Tax Software Users"
"jmoore8","UK-DL KPMG Women Employees"
"jmoore8","UK-SG MobileIron ITSNet WiFi Users"
"jmoore8","UK-SG Adobe Acrobat JavaScript setting"
"jmoore8","UK-DL NewLaptops_Glasgow"
"jmoore8","UK-SG_TAXRDS_RDSupport"
"jmoore8","UK-DL TCoE PCC All"
"jmoore8","UK-DL TCoE GMS All"
"jmoore8","UK-DL MobileIron Users"
"jmoore8","UK-SG TibbrUser"
"jmoore8","UK-SG_TAXRDS_RDU"
"jmoore8","UK-SG_TAXRDS_Digita"
"jmoore8","UK-SG_TAXRDS_Alphatax"
"jmoore8","UK-SG_TAXRDS_SequenceWorkflow"
"jmoore8","UK-SG TaxWorkflow"
"jmoore8","UK-SG TaxExceptions W drive Users"
"jmoore8","UK-SG Share_Drives_Read_Write_Access"
"jmoore8","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"jmoore8","UK-SG 625_TAX_Exclusive_ALL"
"jmoore8","UK-SG MFAT Users"
"jmoore8","UK-DL TTG PML"
"jmoore8","UK-DL ALL UK Staff"
"jmoore8","UK-SG STDSPUDAPP_PAYROLL_STAR PAYROLL CLIENTS"
"jmoore8","UK-SG KPMG_CTC_OPI_OPIAPP"
"jmoore8","UK-SG Certificate Based SSLVPN Authentication"
"jmoore8","UK-SG Alphatax TTG Users"
"jmoore8","UK-SG Digita Support"
"jmoore8","UK-SG Alphatax_ ALL_Users"
"jmoore8","UK-SG MobileIron Users"
"jmoore8","UK-DL Global People Survey"
"jmoore8","UK-DL ITS GOOD Android"
"jmoore8","UK-DL All UK Employees"
"jmoore8","UK-DL ALL TAX UK"
"jmoore8","UK-SG TAX_CTX_USERS"
"jmoore8","UK-DL TTG Glasgow"
"jmoore8","UK-SG Gains LH2"
"jmoore8","UK-DL CSQ 3rd Floor"
"jmoore8","UK-SG Digita SuperUsers"
"jmoore8","UK-SG Alphatax Watford Users"
"jmoore8","UK-SG ADMIN_977  TAX MANAGEMENT SERVICES"
"jmoore8","UK-SG ADMIN_977_TAX MANAGEMENT SERVICES_TMS"
"jmoore8","UK-SG HR People function"
"jmoore8","UK-SG GLA_GLATAXWHITE_WIP"
"jmoore8","UK-SG OPI_ALPHATAX"
"jmoore8","UK-SG Digita Users"
"jmoore8","UK-SG HR_SUPP_WAT"
"jmoore8","UK-DL Lighthouse"
"jmoore8","UK-DL Interwoven Lighthouse"
"jmoore8","UK-DL Interwoven PCC"
"jmoore8","UK-SG KPMG_OPI_TAX_SHARES_ALL"
"jmoore8","UK-SG OPI_OPIAPP_ALL"
"jmoore8","UK-SG TRT_TEAM_WORKING"
"jmoore8","UK-DL Service Failure UK"
"jmoore8","UK-SG ADMIN_TECHNOLOGY"
"jmoore8","UK-SG Digita IES"
"jmoore8","UK-SG Digita KPMG Restricted"
"jmoore8","UK-SG Digita Watford Secure"
"jmoore8","UK-SG Digita Main"
"jmoore8","UK-SG TAX RISK MANAGEMENT"
"jmoore8","UK-SG KPMG Users"
"jmoore8","UK-SG KM Users"
"jmoore8","UK-SG KPMG_TTG_Support"
"jmoore8","UK-SG HR_GRAD_REC"
"jmoore8","UK-SG Evolving_HR secure group"
"jmoore8","UK-SG GLA_GLATAXWHITE_ALL"
"jmoore8","UK-SG TRT_TECHNICAL"
"jmoore8","UK-SG GLA_GLATAXWHITE_ADMIN"
"jmoore8","UK-SG SMS Trust Tax Users"
"jmoore8","UK-SG ADMIN_SUPPLON_EMILY"
"jmoore8","UK-SG ADMIN_REVIEW"
"jmoore8","UK-SG ADMIN_SUPPLON"
"jmoore8","UK-DL Glasgow Office All"
"jmoore8","UK-SG TAX_PUD_ALL"
"jmoore8","UK-SG TAX_WIP_ALL"
"jmoore8","UK-SG TRT_TOOLKIT"
"jmoore8","UK-SG TRT_QUALITY"
"jmoore8","UK-SG 805_ALL"
"jmoore8","UK-DL Project & Programme Management Affinity Group"
"jmoore8","UK-SG ADMIN_REVIEW_EXC KLEGAL TRAINING & TRT"
"jmoore8","UK-SG FAS_TRT_ALL"
"jmoore8","UK-SG SMS Peoplesoft"
"jmoore8","uk-sg Corp_Tax_Comp_Pud"
"khows","UK-SG AAD EXO Journaling"
"khows","UK-DL Mobile Device Upgrade 3"
"khows","UK-DL S&D Infrastructure"
"khows","UK-SG SCCM WorkSite Macro Update Users"
"khows","UK-SG SCCM Cisco IP Communicator removal Users"
"khows","UK-DL All KBS Colleagues"
"khows","GO-SG MC Delivery Backbone Users Regional EMA"
"khows","UK-SG AAD GBL - Office 365 Multi Geo"
"khows","UK-DL O365 Users"
"khows","UK-DL Source Comms B-E"
"khows","UK-DL Source Comms"
"khows","UK-DL CR Newsletter London"
"khows","UK-DL S&D AMS Ops Team"
"khows","UK-DL CR Newsletter"
"khows","UK-SG ADMIN_076_MARKETS_GSM_14Oper_NS_GCM_TM"
"khows","UK-SG OneDrive Users"
"khows","UK-DL All E Grades"
"khows","UK-DL Source E-B Grades"
"khows","UK-DL S&D App Maintenance & Support"
"khows","GO-SG Alex User"
"khows","UK-SG MobileIron Test Group"
"khows","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"khows","UK-DL JCC D&E ALL"
"khows","UK-DL Data privacy modules"
"khows","UK-DL Global Team London"
"khows","UK-SG Intune Exchange Online Outlook Users"
"khows","UK-SG Intune Mobile Users"
"khows","UK-DL ADM Offshore"
"khows","UK-SG AAD GBL - Dynamic CRM Basic"
"khows","UK-SG AAD GBL - Enterprise Mobility Security E3"
"khows","UK-SG AAD GBL - Office 365 Enterprise E3"
"khows","UK-SG cimshared_Admin_Battle Card Partner Log"
"khows","GO-DL CSQ International team social"
"khows","GO-SG ClientReady Users"
"khows","UK-DL 2016 Bonus - E_D grades"
"khows","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"khows","UK DL Canada Square EU Referendum Debate"
"khows","UK-DL London Support C"
"khows","UK-DL Source UK Access"
"khows","UK-SG Audit Worksite Admins"
"khows","UK-DL Central Services 2016"
"khows","UK-DL Registered Wiggle 1"
"khows","UK-DL Global Team London 2nd Floor"
"khows","UK-DL SRT Placement Assistants LEC"
"khows","GO-SG MC Delivery Backbone Users ARIS"
"khows","GO-SG Global Benchmarking Plus light house"
"khows","GO-SG Delivery Backbone Users"
"khows","GO-DL Life Sciences Network"
"khows","UK-SG Global Delivery Backbone Users"
"khows","UK-SG SCCM XME Toolbar for Word and Excel"
"khows","UK-SG SCCM Microsoft Visio Standard 2013"
"khows","UK-SG SCCM Paperchase"
"khows","UK-SG MobileIron ITSNet WiFi Users"
"khows","UK-DL MobileIron Users"
"khows","UK-SG TibbrUser"
"khows","UK-SG Share_Drives_Read_Write_Access"
"khows","UK-DL ALL UK Staff"
"khows","UK-SG Certificate Based SSLVPN Authentication"
"khows","UK-DL KPMG travel bookers - Watford"
"khows","UK-SG MobileIron Users"
"khows","UK-SG UKNASDATA08_Netharland_users_access"
"khows","UK-DL SRT Placement Assistants"
"khows","UK-DL SRT Virtual Assistants"
"khows","UK-SG FAC_ADM_PRO_PME_CS(READ OLY)"
"khows","UK-SGEPP15CanadaSquareTax0017"
"khows","UK-SGEPP15CanadaSquareTax0007"
"khows","UK-SGEPP15CanadaSquareTax0021"
"khows","UK-SGEPP15CanadaSquareTax0019"
"khows","UK-SGEPP15CanadaSquareTax0008"
"khows","UK-SGEPP15CanadaSquareTax0018"
"khows","UK-SGEPP15CanadaSquareTax0014"
"khows","UK-SGEPP15CanadaSquareTax0002"
"khows","UK-SGEPP15CanadaSquareTax0006"
"khows","UK-SGEPP15CanadaSquareTax0004"
"khows","UK-SGEPP15CanadaSquareTax0003"
"khows","UK-SGEPP15CanadaSquareTax0001"
"khows","UK-SG 076_MARKETS"
"khows","UK-SG Mkeynes Assurance – All"
"khows","UK-SGEPP15CanadaSquareTax0020"
"khows","UK-SGEPP15CanadaSquareTax0013"
"khows","UK-SGEPP15CanadaSquareTax0016"
"khows","UK-SGEPP15CanadaSquareTax0012"
"khows","UK-SGEPP15CanadaSquareTax0015"
"khows","UK-DL 15CSQ Office All"
"khows","UK-SG FAC UK STAFF ALL"
"khows","UK-DL TTG All"
"khows","UK-SG ADMIN_406_418"
"khows","UK-SG WAT_CTU_ALL"
"khows","UK-SG KPMG Users"
"khows","UK-SG KM Users"
"khows","UK-SG MKE_ICT_LEGATO_RESTORE"
"khows","UK-KM"
"khows","UK-SG ASSURANCE FULL ACCESS"
"khows","UK-SG CORE_SERV_OLD"
"khows","UK-SG CF_MANACC"
"khows","UK-SG CF_FORECASTING"
"khows","UK-SG OLD_ALLDATA_CIM"
"khows","UK-SG Admin_542"
"khows","UK-SG BLF_FAC_ALL"
"khows","UK-SG CF_SYSTEMS"
"khows","UK-SG Finance_MAP"
"khows","UK-SG ADMIN_FACSHARED"
"khows","UK-SG CF_PMS"
"khows","UK-SG TAX_PUD_ALL"
"khows","UK-DL KPMG travel bookers"
"khows","UK-SG 555_ALL"
"khows","UK-SG MKE_CS_ALL"
"khows","UK-SG ADMIN_547"
"khows","UK-DL Project & Programme Management Affinity Group"
"khows","UK-SG WAT_CF_ALL"
"khows","UK-SG STA_OMB_ALL"
"khows","UK-SG CLIENT_NON_STARS_TRANS"
"khows","UK-SG 547_ALL"
"khows","UK-SG 533_ALL"
"khows","UK-SG CWH_FS_ALL"
"Surajshah","UK-SG AAD EXO Journaling"
"Surajshah","UK-DL Mobile Device Upgrade 3"
"Surajshah","UK-DL Mobile Device Upgrade 1"
"Surajshah","UK-DL S&D Infrastructure"
"Surajshah","UK-SG SCCM WorkSite Macro Update Users"
"Surajshah","UK-SG SCCM Cisco IP Communicator removal Users"
"Surajshah","GO-SG MC Delivery Backbone Users Regional EMA"
"Surajshah","UK-SG AAD GBL - Office 365 Multi Geo"
"Surajshah","UK-DL O365 Users"
"Surajshah","UK-DL Clara server downtime"
"Surajshah","UK-DL Source Comms B-E"
"Surajshah","UK-DL Source Comms"
"Surajshah","UK-DL CR Newsletter London"
"Surajshah","UK-DL Application Release Management"
"Surajshah","UK-SG SCCM Visio 2013 Std Removal Users"
"Surajshah","UK-DL CSQ East First Aiders (All Floors)"
"Surajshah","UK-SG OneDrive Users"
"Surajshah","UK-DL S&D Grade D"
"Surajshah","UK-DL All D Grades"
"Surajshah","UK-DL S&D App Maintenance & Support"
"Surajshah","UK-DL S&D London All"
"Surajshah","GO-SG Alex User"
"Surajshah","UK-SG MobileIron Test Group"
"Surajshah","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"Surajshah","UK-DL JCC D&E ALL"
"Surajshah","UK-DL Acting With Integrity All Modules"
"Surajshah","UK-SG Intune Exchange Online Outlook Users"
"Surajshah","UK-SG Intune Mobile Users"
"Surajshah","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"Surajshah","UK-DL TechS Service Delivery"
"Surajshah","UK-SG AAD GBL - Dynamic CRM Basic"
"Surajshah","UK-SG AAD GBL - Enterprise Mobility Security E3"
"Surajshah","UK-SG AAD GBL - Office 365 Enterprise E3"
"Surajshah","UK-SG MS SCOM AlphaTax Team"
"Surajshah","UK-DL Solutions Staff All"
"Surajshah","UK-DL D&E Client Facing"
"Surajshah","UK-DL One Firm Careers LONDON - No E1s"
"Surajshah","UK-DL One Firm Careers Event London"
"Surajshah","UK-DL 2016 Bonus - E_D grades"
"Surajshah","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"Surajshah","UK DL Canada Square EU Referendum Debate"
"Surajshah","UK-DL JCC - D&E ALL"
"Surajshah","UK-DL 15 CSQ Emergency Marshals"
"Surajshah","UK-DL Solutions D grades"
"Surajshah","UK-DL Non-Registered Wiggle 2"
"Surajshah","UK-SG MS2012 SCOM Web Console AlphaTax Team"
"Surajshah","UK-DL TTG_AppM_Alerts"
"Surajshah","go1-dl test 5"
"Surajshah","GO-SG MY360 AMS Users"
"Surajshah","UK-DL BUPA Members 2015"
"Surajshah","UK-DL Tax Central & CTT D grades"
"Surajshah","UK-SG SCCM NavigoFontFix"
"Surajshah","UK-SG Global Delivery Backbone Users"
"Surajshah","UK-DL 15CSQ 11th Floor Locker Owners"
"Surajshah","UK-DL The Academy All"
"Surajshah","UK-DL The Academy D3"
"Surajshah","UK-DL Peer 2 Peer"
"Surajshah","UK-SG SCCM Autonomy Worksite V9"
"Surajshah","UK-DL RBS Active Account Team"
"Surajshah","UK-DL WorkSite TAX Contacts"
"Surajshah","UK-SG HP Fortify SSC Developer"
"Surajshah","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"Surajshah","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"Surajshah","UK-SG MS2012 RDS ServerAccessPortal - Development"
"Surajshah","UK-DL Data Cleanse"
"Surajshah","UK-DL ITS Major Incident Notification"
"Surajshah","UK-SG SCCM Project 2013"
"Surajshah","UK-DL TTG Recovery Team"
"Surajshah","UK-SG SCCM Microsoft Visio Standard 2013"
"Surajshah","UK-DL TechSolutions London Permanent Staff"
"Surajshah","UK-DL India Club"
"Surajshah","UK-SG SCCM Mercury_Group"
"Surajshah","UK-DL Flextra GLA Members"
"Surajshah","UK-SG MS2012 Lync Project Deployment Group - CSQ Epsilon"
"Surajshah","UK-DL Workflow Superusers"
"Surajshah","UK-SG MobileIron ITSNet WiFi Users"
"Surajshah","UK-SG Adobe Acrobat JavaScript setting"
"Surajshah","UK-DL VF August Bill"
"Surajshah","UK-DL NewLaptops_Canada Sq"
"Surajshah","UK-DL Blackberry 10 Users"
"Surajshah","UK-SG FTECH TSGateway Users"
"Surajshah","UK-DL BUPA Members"
"Surajshah","UK-DL MobileIron Users"
"Surajshah","UK-SG TibbrUser"
"Surajshah","UK-DL 2013 Tax London Summer Party"
"Surajshah","UK-SG Share_Drives_Read_Write_Access"
"Surajshah","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"Surajshah","UK-SG Share_Drives_Read_Write_Access_Manual_Users"
"Surajshah","UK-DL TTG Workflow Development"
"Surajshah","UK-DL TTG PML"
"Surajshah","UK-DL ALL UK Staff"
"Surajshah","UK-DL TTG London All"
"Surajshah","UK-SG Certificate Based SSLVPN Authentication"
"Surajshah","UK-SG MobileIron Users"
"Surajshah","UK-DL Global People Survey"
"Surajshah","UK-DL ALL TAX UK"
"Surajshah","UK-SG TAX_CTX_USERS"
"Surajshah","UK-SG UKVDD02"
"Surajshah","UK-SG WIP_577_PROJECTS_CARWISE_FLEET"
"Surajshah","UK-DL CSQ 3rd Floor"
"Surajshah","UK-DL KPMG Hosting Notifications"
"Surajshah","UK-DL TTG DevOps"
"Surajshah","UK-SG 579_ALL"
"Surajshah","UK-SG 571_ALL"
"Surajshah","UK-DL 15CSQ Office All"
"Surajshah","UK-DL ITS Authorised Visitor Wifi"
"Surajshah","UK-DL ITS Watford All"
"Surajshah","UK-DL Powerdown Notice - London"
"Surajshah","UK-DL TTG All"
"Surajshah","UK-DL ITS Outside Restructure"
"Surajshah","UK-SG PRMBus_alldata"
"Surajshah","UK-SG TAX_Leavers_Admin"
"Surajshah","UK-DL TTG Technical"
"Surajshah","UK-DL UK Support DL List"
"Surajshah","UK-SG KPMG_OPI_TAX_SHARES_ALL"
"Surajshah","UK-SG OPI_OPIAPP_ALL"
"Surajshah","UK-SG WAT_ICT_ALL"
"Surajshah","UK-SG WIP_577"
"Surajshah","UK-SG ICT_WIP_PROJECTS"
"Surajshah","UK-SG TAX TECHNOLOGY GROUP (ALL)"
"Surajshah","UK-SG KM Users"
"Surajshah","UK-SG 088_ALL"
"Surajshah","UK-SG KPMG_TTG_Support"
"Surajshah","UK-SG ADMIN_SERVICE_MGNT_HR_2008_INTERIM"
"Surajshah","UK-SG CSMKE_MANAGERS MEETINGS_DENY"
"Surajshah","UK-SG Tax All"
"Surajshah","UK-SG 579&571_ VIRGIN"
"Surajshah","UK-SG WAT_ICT_WAT_SUPPORT"
"Surajshah","UK-SG ICT_SBA_WATFORD_FULL_RIGHTS"
"Surajshah","UK-SG GAT_ICT_ALL"
"Surajshah","UK-SG 088_ALLDATA_088_ADMIN_TSG SOUTH"
"Surajshah","UK-SG ICT_SERVMAN_CUST_SUPP_GLOBAL"
"Surajshah","UK-SG STA_ICT_SUPPORT"
"Surajshah","UK-SG REA_ICT_READ_SUPPORT"
"Surajshah","UK-SG ICT_SBA"
"Surajshah","UK-SG Local Support Deny ManageSoft Apps"
"Surajshah","UK-DL Tax Technology Group (All)"
"Surajshah","UK-SG GAT_MRDIG_ALL"
"Surajshah","UK-SG BAeTeam_All"
"Surajshah","UK-SG ALLDATA_ADMIN_TSG SOUTH"
"Surajshah","UK-SG ICT_ALLDATA_ADMIN_SOUTH_LS"
"Surajshah","UK-SG ICT_ICL_WATDESK"
"Surajshah","UK-SG PROFITABILITY_ACCESS"
"Surajshah","UK-SG LSD"
"Surajshah","UK-SG ADMIN_SERV MAN_UK ESTATE MANAGEMENT"
"Surajshah","UK-SG Remote Assistance Full Control"
"Surajshah","UK-SG TAX_PUD_ALL"
"Surajshah","UK-SG TAX_WIP_ALL"
"Surajshah","UK-SG BIR_ICT_ALL"
"Surajshah","UK-SG ICT_WIP_PROJECTS_CRYSTAL1_READ_FILESCAN"
"Surajshah","UK-SG GAT_TAX_ALL"
"Surajshah","UK-SG Local Support File Share Access"
"Surajshah","UK-SG 621_ALL"
"Surajshah","UK-SG ICT_CHANGE_READONLY"
"Surajshah","UK-SG ICT_QUALITY_ALL"
"Surajshah","UK-SG ADMIN_RELEASE CALENDAR"
"Surajshah","UK-SG ICT_MAP"
"Surajshah","UK-SG GAT_OMB_GATWICK_ALL"
"Surajshah","UK-SG SMS Peoplesoft"
"Surajshah","UK-SG GAT_OMB_ALL"
"VictorSoares","UK-SG AAD EXO Journaling"
"VictorSoares","UK-DL Mobile Device Upgrade 3"
"VictorSoares","UK-DL S&D Infrastructure"
"VictorSoares","UK-SG SCCM WorkSite Macro Update Users"
"VictorSoares","UK-SG SCCM Cisco IP Communicator removal Users"
"VictorSoares","GO-SG MC Delivery Backbone Users Regional EMA"
"VictorSoares","UK-SG AAD GBL - Office 365 Multi Geo"
"VictorSoares","UK-DL O365 Users"
"VictorSoares","UK-DL Source Comms B-E"
"VictorSoares","UK-DL Source Comms"
"VictorSoares","UK-SG Tax Test Bed Local Admins"
"VictorSoares","UK-DL CR Newsletter London"
"VictorSoares","UK-DL Application Release Management"
"VictorSoares","UK-SG OneDrive Users"
"VictorSoares","UK-DL S&D Grade D"
"VictorSoares","UK-DL All D Grades"
"VictorSoares","UK-DL S&D App Maintenance & Support"
"VictorSoares","UK-DL S&D London All"
"VictorSoares","GO-SG Alex User"
"VictorSoares","UK-SG MobileIron Test Group"
"VictorSoares","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"VictorSoares","UK-DL JCC D&E ALL"
"VictorSoares","UK-SG Intune Exchange Online Outlook Users"
"VictorSoares","UK-SG Intune Mobile Users"
"VictorSoares","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"VictorSoares","UK-DL TechS Service Delivery"
"VictorSoares","UK-SG AAD GBL - Dynamic CRM Basic"
"VictorSoares","UK-SG AAD GBL - Enterprise Mobility Security E3"
"VictorSoares","UK-SG AAD GBL - Office 365 Enterprise E3"
"VictorSoares","UK-SG MS SCOM AlphaTax Team"
"VictorSoares","UK-DL Solutions Staff All"
"VictorSoares","UK-DL D&E Client Facing"
"VictorSoares","UK-DL One Firm Careers Event London"
"VictorSoares","UK-DL 2016 Bonus - E_D grades"
"VictorSoares","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"VictorSoares","UK DL Canada Square EU Referendum Debate"
"VictorSoares","UK-DL JCC - D&E ALL"
"VictorSoares","UK-DL Solutions D grades"
"VictorSoares","UK-DL Non-Registered Wiggle 2"
"VictorSoares","UK-SG MS2012 SCOM Web Console AlphaTax Team"
"VictorSoares","GO-SG MY360 AMS Users"
"VictorSoares","UK-DL BUPA Members 2015"
"VictorSoares","UK-DL Tax Central & CTT D grades"
"VictorSoares","UK-SG SCCM NavigoFontFix"
"VictorSoares","UK-SG Global Delivery Backbone Users"
"VictorSoares","UK-DL The Academy All"
"VictorSoares","UK-DL The Academy D1"
"VictorSoares","UK-DL Peer 2 Peer"
"VictorSoares","UK-SG SCCM Autonomy Worksite V9"
"VictorSoares","UK-DL WorkSite TAX Contacts"
"VictorSoares","UK-SG HP Fortify SSC Developer"
"VictorSoares","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"VictorSoares","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"VictorSoares","UK-SG MS2012 RDS ServerAccessPortal - Development"
"VictorSoares","UK-DL Data Cleanse"
"VictorSoares","UK-DL ITS Major Incident Notification"
"VictorSoares","UK-DL TechSolutions London Permanent Staff"
"VictorSoares","UK-SG SCCM Mercury_Group"
"VictorSoares","UK-SG MS2012 Lync Project Deployment Group - CSQ Zeta"
"VictorSoares","UK-SG SDS Digita Tax Software Users"
"VictorSoares","UK-SG MobileIron ITSNet WiFi Users"
"VictorSoares","UK-SG Adobe Acrobat JavaScript setting"
"VictorSoares","UK-DL VF August Bill"
"VictorSoares","UK-DL NewLaptops_Canada Sq"
"VictorSoares","UK-SG FTECH TSGateway Users"
"VictorSoares","UK-DL BUPA Members"
"VictorSoares","UK-DL MobileIron Users"
"VictorSoares","UK-SG TibbrUser"
"VictorSoares","UK-DL 2013 Tax London Summer Party"
"VictorSoares","UK-SG Share_Drives_Read_Write_Access"
"VictorSoares","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"VictorSoares","UK-SG Share_Drives_Read_Write_Access_Manual_Users"
