#TYPE System.Management.Automation.PSCustomObject
"Name","Group"
"VictorSoares","UK-DL TTG Workflow Development"
"VictorSoares","UK-DL TTG PML"
"VictorSoares","UK-DL ALL UK Staff"
"VictorSoares","UK-DL TTG London All"
"VictorSoares","UK-DL EXCH2010 Mig Pilot"
"VictorSoares","UK-SG Certificate Based SSLVPN Authentication"
"VictorSoares","UK-SG MobileIron Users"
"VictorSoares","UK-DL Global People Survey"
"VictorSoares","UK-DL ITS GOOD Android"
"VictorSoares","UK-DL All UK Employees"
"VictorSoares","UK-DL ALL CENTRAL SERVICES UK"
"VictorSoares","UK-SG FSSHARED_Admin_DataLocker"
"VictorSoares","UK-DL CSQ 3rd Floor"
"VictorSoares","UK-DL TTG DevOps"
"VictorSoares","UK-DL 15CSQ Office All"
"VictorSoares","UK-SG NPT (Birmingham)"
"VictorSoares","UK-DL Powerdown Notice - London"
"VictorSoares","UK-DL TTG All"
"VictorSoares","UK-DL ITS Outside Restructure"
"VictorSoares","UK-SG PRMBus_alldata"
"VictorSoares","UK-DL UK Support DL List"
"VictorSoares","UK-SG WAT_ICT_ALL"
"VictorSoares","UK-SG WIP_577"
"VictorSoares","UK-SG ICT_WIP_PROJECTS"
"VictorSoares","UK-SG ADMIN_TECHNOLOGY"
"VictorSoares","UK-SG 617_ALL"
"VictorSoares","UK-SG KPMG Users"
"VictorSoares","UK-SG KM Users"
"VictorSoares","UK-SG ADMIN_SERVICE_MGNT_HR_2008_INTERIM"
"VictorSoares","UK-SG BRI_ICT_ALL"
"VictorSoares","UK-SG WIP_Mathew Hall"
"VictorSoares","UK-KM"
"VictorSoares","UK-SG BRI_ICT_ICT_ALL"
"VictorSoares","UK-SG STS_EIG"
"VictorSoares","UK-SG Local Support Deny ManageSoft Apps"
"VictorSoares","UK-SG CARDIFF_SUPPORT"
"VictorSoares","UK-SG ICT_PROJECT_OFFICE_REPORTS"
"VictorSoares","UK-SG ADMIN_SMT_UTILISATION REPORTS"
"VictorSoares","UK-SG ADMIN_PROJECTS_INFRASTRUCTURE"
"VictorSoares","UK-SG ICT_PROJECT_MANAGERS_CURRENT"
"VictorSoares","UK-SG ICT_PROJECTS_MONTHLY_REPORTS"
"VictorSoares","UK-SG ICT_INFRASTRUCTURE_IT ROOMS"
"VictorSoares","UK-SG ICT_WIP_PROJECTS_KICR"
"VictorSoares","UK-SG STS_EIG_DSM"
"VictorSoares","UK-SG REA_ICT_GENERAL_DATABASE"
"VictorSoares","UK-SG Bristol_Support"
"VictorSoares","UK-SG ICT_Printer_Operators"
"VictorSoares","UK-SG TAX_PUD_ALL"
"VictorSoares","UK-SG BIR_ICT_ALL"
"VictorSoares","UK-SG ICT_WIP_PROJECTS_CRYSTAL1_READ_FILESCAN"
"VictorSoares","UK-SG SkillsMatrix"
"VictorSoares","UK-SG WIP_PROJECTS_PROJECTS 02-03_W2K_COMPAQ ONLY"
"VictorSoares","UK-SG Local Support File Share Access"
"VictorSoares","UK-SG ICT_CHANGE_READONLY"
"VictorSoares","UK-SG ICT_QUALITY_ALL"
"VictorSoares","UK-SG ADMIN_SMT"
"VictorSoares","UK-SG FAS_TRT_ALL"
"VictorSoares","UK-SG ADMIN_RELEASE CALENDAR"
"VictorSoares","UK-SG ICT_MAP"
"VictorSoares","UK-SG REA_TAX_ALL"
"Jmcateer","UK-SG KAEM Support Teams"
"Jmcateer","UK-SG AAD EXO Journaling"
"Jmcateer","UK-SG Intune App - NowSpace Pilot"
"Jmcateer","UK-DL S&D Infrastructure"
"Jmcateer","UK-SG SCCM WorkSite Macro Update Users"
"Jmcateer","GO-SG MC Delivery Backbone Users Regional EMA"
"Jmcateer","UK-SG HMRC_GMSHOPS_UK_Temp"
"Jmcateer","UK-SG AAD GBL - Office 365 Multi Geo"
"Jmcateer","UK-SG SCCM ADLookup Users"
"Jmcateer","UK-DL O365 Users"
"Jmcateer","UK-DL Source Comms B-E"
"Jmcateer","UK-DL Source Comms"
"Jmcateer","UK-DL Application Release Management"
"Jmcateer","UK-SG HMRC_CTC_UK_NEW"
"Jmcateer","UK-SG SCCM Visio 2013 Std Removal Users"
"Jmcateer","UK-SG HMRC_CTC_Offshore"
"Jmcateer","UK-SG Digita Enhancement Testing"
"Jmcateer","UK-SG OneDrive Users"
"Jmcateer","UK-DL S&D Grade D"
"Jmcateer","UK-SG SBA IRIS"
"Jmcateer","UK-DL All D Grades"
"Jmcateer","UK-SG TCOE Tech Team"
"Jmcateer","UK-DL Source E-B Grades"
"Jmcateer","UK-DL S&D App Maintenance & Support"
"Jmcateer","UK-DL S&D Regions All"
"Jmcateer","GO-SG Alex User"
"Jmcateer","UK-SG MobileIron Test Group"
"Jmcateer","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"Jmcateer","UK-DL JCC D&E ALL"
"Jmcateer","UK-SG Intune Exchange Online Outlook Users"
"Jmcateer","UK-SG Intune Mobile Users"
"Jmcateer","UK-DL TechS Service Delivery"
"Jmcateer","UK-SG SCCM WorkSite 9.3"
"Jmcateer","UK-SG AAD GBL - Dynamic CRM Basic"
"Jmcateer","UK-SG AAD GBL - Enterprise Mobility Security E3"
"Jmcateer","UK-SG AAD GBL - Office 365 Enterprise E3"
"Jmcateer","UK-SG Privileged Tax Role Intelledox Manage UAT"
"Jmcateer","UK-SG Privileged Tax Role Intelledox Manage"
"Jmcateer","UK-SG Privileged Tax Role Intelledox UAT"
"Jmcateer","UK-SG Windows 10 AppSense Elevation"
"Jmcateer","UK-SG MS SCOM AlphaTax Team"
"Jmcateer","UK-DL Solutions Staff All"
"Jmcateer","UK-SG HMRC_GMSHOPS_UK"
"Jmcateer","UK-SG HMRC_PA_UK"
"Jmcateer","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"Jmcateer","UK-SG HMRC_GMS_UK"
"Jmcateer","UK-SG HMRC_PCC_UK"
"Jmcateer","UK-DL D&E Client Facing"
"Jmcateer","UK-SG CompAnalyser_SRT"
"Jmcateer","UK-DL TTG Ops"
"Jmcateer","UK-DL 2016 Bonus - E_D grades"
"Jmcateer","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"Jmcateer","UK-DL Source UK Access"
"Jmcateer","UK-DL Solutions D grades"
"Jmcateer","UK-DL Non-Registered Wiggle 2"
"Jmcateer","UK-SG VDI TAX live full clones"
"Jmcateer","UK-SG MS2012 SCOM Web Console AlphaTax Team"
"Jmcateer","UK-DL TTG_AppM_Alerts"
"Jmcateer","US-TAX GTTP Non-UK All List"
"Jmcateer","GO-SG MC Delivery Backbone Users ARIS"
"Jmcateer","GO-SG Global Benchmarking Plus light house"
"Jmcateer","GO-SG Delivery Backbone Users"
"Jmcateer","GO-SG MY360 AMS Users"
"Jmcateer","UK-DL Tax Central & CTT D grades"
"Jmcateer","UK-SG SCCM NavigoFontFix"
"Jmcateer","UK-SG Global Delivery Backbone Users"
"Jmcateer","UK-SG SCCM Autonomy Worksite V9"
"Jmcateer","UK-SG UKVDIGDV51_Pilot"
"Jmcateer","UK-DL WorkSite TAX Contacts"
"Jmcateer","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"Jmcateer","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"Jmcateer","UK-SG TaxWorkflow_Support"
"Jmcateer","UK-SG MS2012 RDS ServerAccessPortal - Development"
"Jmcateer","UK-DL Data Cleanse"
"Jmcateer","UK-DL ITS Major Incident Notification"
"Jmcateer","UK-SG SCCM Project 2013"
"Jmcateer","UK-SG SCCM Microsoft Visio Standard 2013"
"Jmcateer","UK-SG SCCM Microsoft Project 2010"
"Jmcateer","UK-SG SCCM Corporate Tax Compliance Users"
"Jmcateer","UK-SG MS2012 Lync Project Deployment Group - Glasgow"
"Jmcateer","UK-SG UKTAX VDI"
"Jmcateer","UK-SG SDS Digita Tax Software Users"
"Jmcateer","UK-SG MobileIron ITSNet WiFi Users"
"Jmcateer","UK-SG Adobe Acrobat JavaScript setting"
"Jmcateer","UK-DL NewLaptops_Glasgow"
"Jmcateer","UK-SG_TAXRDS_RDSupport"
"Jmcateer","UK-DL MobileIron Users"
"Jmcateer","UK-SG TibbrUser"
"Jmcateer","UK-SG_TAXRDS_RDU"
"Jmcateer","UK-SG TaxWorkflow"
"Jmcateer","UK-SG TaxExceptions W drive Users"
"Jmcateer","UK-SG Share_Drives_Read_Write_Access"
"Jmcateer","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"Jmcateer","UK-DL TTG Workflow Development"
"Jmcateer","UK-SG 625_TAX_Exclusive_ALL"
"Jmcateer","UK-SG KPMGTaxReportingCube"
"Jmcateer","UK-SG MFAT Users"
"Jmcateer","UK-DL TTG PML"
"Jmcateer","UK-DL ALL UK Staff"
"Jmcateer","UK-SG UKVDDGDV51"
"Jmcateer","UK-SG STDSPUDAPP_PAYROLL_STAR PAYROLL CLIENTS"
"Jmcateer","UK-SG Certificate Based SSLVPN Authentication"
"Jmcateer","UK-SG Alphatax TTG Users"
"Jmcateer","UK-SG Digita Support"
"Jmcateer","UK-SG MobileIron Users"
"Jmcateer","UK-DL Global People Survey"
"Jmcateer","UK-DL All UK Employees"
"Jmcateer","UK-DL ALL TAX UK"
"Jmcateer","UK-SG TAX_CTX_USERS"
"Jmcateer","UK-DL TTG Glasgow"
"Jmcateer","UK-SG Gains LH2"
"Jmcateer","UK-DL CSQ 3rd Floor"
"Jmcateer","UK-SG Digita SuperUsers"
"Jmcateer","UK-DL TTG DevOps"
"Jmcateer","UK-SG Alphatax Watford Users"
"Jmcateer","UK-SG PEG_ALL"
"Jmcateer","UK-SG Digita Users"
"Jmcateer","UK-SG PRMBus_alldata"
"Jmcateer","UK-SG GLA_OMB_ALL"
"Jmcateer","UK-DL Interwoven Lighthouse"
"Jmcateer","UK-SG KPMG_OPI_TAX_SHARES_ALL"
"Jmcateer","UK-SG TRTSHARED_Admin_Tax Knowledge Management"
"Jmcateer","UK-SG DMS Citrix Pilot Users"
"Jmcateer","UK-SG TRT_TEAM_WORKING"
"Jmcateer","UK-DL Service Failure UK"
"Jmcateer","UK-SG ADMIN_TECHNOLOGY"
"Jmcateer","UK-SG Digita IES"
"Jmcateer","UK-SG Digita Watford Secure"
"Jmcateer","UK-SG Digita Main"
"Jmcateer","UK-SG Digita Lighthouse"
"Jmcateer","UK-SG Digita TS5"
"Jmcateer","UK-SG KPMG Users"
"Jmcateer","UK-SG KM Users"
"Jmcateer","UK-SG KPMG_TTG_Support"
"Jmcateer","UK-SG TRT_TRAINING"
"Jmcateer","UK-SG ADMIN_ADMIN FS CTAS"
"Jmcateer","UK-SG CWH_FS_BOS_USER"
"Jmcateer","UK-SG SMS Trust Tax Users"
"Jmcateer","UK-DL Glasgow Office All"
"Jmcateer","UK-SG CIM_SSQ_ALL"
"Jmcateer","UK-SG TAX_PUD_ALL"
"Jmcateer","UK-SG TRT_TOOLKIT"
"Jmcateer","UK-SG MAN_TAX_ALL"
"Jmcateer","UK-SG GLA_PFS_ALL"
"Jmcateer","UK-SG TRT_QUALITY"
"Jmcateer","UK-SG TAX_FDSGAINS_ALL"
"Jmcateer","UK-DL Project & Programme Management Affinity Group"
"Jmcateer","UK-SG Pre2000"
"Jmcateer","UK-SG FAS_TRT_ALL"
"Jmcateer","UK-SG BOS_USER"
"Jmcateer","UK-SG SMS OtherTaxAll"
"Jmcateer","UK-SG ADMIN_CIM TARGETING"
"Jmcateer","UK-SG CWH_IG_ALL"
"Jmcateer","UK-SG SMS Peoplesoft"
"Jmcateer","UK-SG PUD_ST&DS_ADMIN_SHARED"
"Jmcateer","UK-SG ST&DS_ALL"
"Jmcateer","UK-SG CWH_FS_ALL"
"Jmcateer","UK-SG SMS TaxAll"
"jmcinally","UK-SG Alphatax Loader Site Administrator"
"jmcinally","UK-SG Alphatax Loader CTC User"
"jmcinally","UK-SG Alphatax Loader KGS User"
"jmcinally","UK-SG Alphatax Loader CTC SuperUser"
"jmcinally","UK-SG Alphatax Loader KGS SuperUser"
"jmcinally","UK-SG Alphatax Loader KGS Secondee"
"jmcinally","UK-SG Alphatax Loader Support"
"jmcinally","UK-SG SCCM KGS Alphatax Users"
"jmcinally","UK-SG AAD EXO Journaling"
"jmcinally","UK-SG Intune App - NowSpace Pilot"
"jmcinally","UK-DL Mobile Device Upgrade 3"
"jmcinally","UK-DL S&D Infrastructure"
"jmcinally","UK-SG SCCM WorkSite Macro Update Users"
"jmcinally","GO-SG MC Delivery Backbone Users Regional EMA"
"jmcinally","UK-SG HMRC_GMSHOPS_UK_Temp"
"jmcinally","UK-SG AAD GBL - Office 365 Multi Geo"
"jmcinally","UK-SG SCCM ADLookup Users"
"jmcinally","UK-DL O365 Users"
"jmcinally","UK-DL Clara server downtime"
"jmcinally","UK-DL Source Comms B-E"
"jmcinally","UK-SG EMARDCLFTUSERS"
"jmcinally","UK-DL Source Comms"
"jmcinally","UK-SG Alphatax Business Report Access"
"jmcinally","UK-DL CR Newsletter"
"jmcinally","UK-DL Application Release Management"
"jmcinally","UK-SG HMRC_CTC_UK_NEW"
"jmcinally","UK-SG SCCM Visio 2013 Std Removal Users"
"jmcinally","UK-SG HMRC_CTC_Offshore"
"jmcinally","UK-SG Digita Enhancement Testing"
"jmcinally","UK-SG Alphatax Enhancement Testing"
"jmcinally","UK-SG OneDrive Users"
"jmcinally","UK-DL S&D Grade D"
"jmcinally","UK-SG Digita Business Testers"
"jmcinally","UK-SG Alphatax Business Testers"
"jmcinally","UK-SG SBA IRIS"
"jmcinally","UK-DL All D Grades"
"jmcinally","UK-SG TCOE Tech Team"
"jmcinally","UK-DL S&D App Maintenance & Support"
"jmcinally","UK-DL S&D Regions All"
"jmcinally","GO-SG Alex User"
"jmcinally","UK-SG MobileIron Test Group"
"jmcinally","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"jmcinally","UK-DL JCC D&E ALL"
"jmcinally","UK-SG Intune Exchange Online Outlook Users"
"jmcinally","UK-SG Intune Mobile Users"
"jmcinally","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"jmcinally","UK-DL TechS Service Delivery"
"jmcinally","UK-SG AAD GBL - Dynamic CRM Essentials"
"jmcinally","UK-SG AAD GBL - Enterprise Mobility Security E3"
"jmcinally","UK-SG AAD GBL - Office 365 Enterprise E3"
"jmcinally","UK-SG MS SCOM AlphaTax Team"
"jmcinally","UK-DL Solutions Staff All"
"jmcinally","UK-SG HMRC_GMSHOPS_UK"
"jmcinally","UK-SG HMRC_PA_UK"
"jmcinally","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"jmcinally","UK-SG HMRC_GMS_UK"
"jmcinally","UK-SG HMRC_PCC_UK"
"jmcinally","UK-DL D&E Client Facing"
"jmcinally","UK-SG CompAnalyser_SRT"
"jmcinally","UK-DL TTG Ops"
"jmcinally","UK-DL 2016 Bonus - E_D grades"
"jmcinally","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"jmcinally","UK-DL Solutions E grades"
"jmcinally","UK-DL Non-Registered Wiggle 2"
"jmcinally","UK-SG VDI TAX live full clones"
"jmcinally","UK-SG MS2012 SCOM Web Console AlphaTax Team"
"jmcinally","UK-DL Tax Central & CTT E grades"
"jmcinally","UK-SG Global Delivery Backbone Users"
"jmcinally","UK-SG SCCM Autonomy Worksite V9"
"jmcinally","UK-SG UKVDIGDV51_Pilot"
"jmcinally","UK-DL WorkSite TAX Contacts"
"jmcinally","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"jmcinally","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"jmcinally","UK-SG TaxWorkflow_Support"
"jmcinally","UK-SG MS2012 RDS ServerAccessPortal - Development"
"jmcinally","UK-DL ITS Major Incident Notification"
"jmcinally","UK-SG SCCM Project 2013"
"jmcinally","UK-SG SCCM Microsoft Visio Standard 2013"
"jmcinally","UK-SG SCCM Tax Cube Users"
"jmcinally","UK-SG SCCM Microsoft Project 2010"
"jmcinally","UK-SG SCCM Cisco Agent Desktop"
"jmcinally","UK-SG SCCM Corporate Tax Compliance Users"
"jmcinally","UK-SG UKTAX VDI"
"jmcinally","UK-SG SDS Digita Tax Software Users"
"jmcinally","UK-SG MobileIron ITSNet WiFi Users"
"jmcinally","UK-SG Adobe Acrobat JavaScript setting"
"jmcinally","UK-SG_TAXRDS_RDSupport"
"jmcinally","UK-SG Worksite & EMM ITS"
"jmcinally","UK-SG WorkSite & EMM Tax"
"jmcinally","UK-DL MobileIron Users"
"jmcinally","UK-SG TibbrUser"
"jmcinally","UK-SG_TAXRDS_RDU"
"jmcinally","UK-SG_TAXRDS_Digita"
"jmcinally","UK-SG_TAXRDS_Alphatax"
"jmcinally","UK-SG_TAXRDS_AdobePro9"
"jmcinally","UK-SG TaxWorkflow"
"jmcinally","UK-SG TaxExceptions W drive Users"
"jmcinally","UK-SG Share_Drives_Read_Write_Access"
"jmcinally","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"jmcinally","UK-SG 625_TAX_Exclusive_ALL"
"jmcinally","UK-SG KPMGTaxReportingCube"
"jmcinally","UK-SG MFAT Users"
"jmcinally","UK-DL ALL UK Staff"
"jmcinally","UK-SG UKVDDGDV51"
"jmcinally","UK-SG Certificate Based SSLVPN Authentication"
"jmcinally","UK-SG Alphatax TTG Users"
"jmcinally","UK-SG Digita Support"
"jmcinally","UK-SG Alphatax_ ALL_Users"
"jmcinally","UK-SG MobileIron Users"
"jmcinally","UK-SG TAX_CTX_USERS"
"jmcinally","UK-DL TTG Glasgow"
"jmcinally","UK-SG Gains LH2"
"jmcinally","UK-SG Alphatax Watford Users"
"jmcinally","UK-SG PEG_ALL"
"jmcinally","UK-SG Digita Users"
"jmcinally","UK-SG PRMBus_alldata"
"jmcinally","UK-SG GLA_OMB_ALL"
"jmcinally","UK-DL Interwoven IES"
"jmcinally","UK-SG TRTSHARED_Admin_Tax Knowledge Management"
"jmcinally","UK-SG DMS Citrix Pilot Users"
"jmcinally","UK-SG TRT_TEAM_WORKING"
"jmcinally","UK-DL Service Failure UK"
"jmcinally","UK-SG ADMIN_TECHNOLOGY"
"jmcinally","UK-SG Digita IES"
"jmcinally","UK-SG Digita Watford Secure"
"jmcinally","UK-SG Digita Main"
"jmcinally","UK-SG Digita Lighthouse"
"jmcinally","UK-SG Digita TS5"
"jmcinally","UK-SG KPMG Users"
"jmcinally","UK-SG KM Users"
"jmcinally","UK-SG KPMG_TTG_Support"
"jmcinally","UK-SG TRT_TRAINING"
"jmcinally","UK-SG ADMIN_ADMIN FS CTAS"
"jmcinally","UK-SG CWH_FS_BOS_USER"
"jmcinally","UK-SG SMS Trust Tax Users"
"jmcinally","UK-DL Glasgow Office All"
"jmcinally","UK-SG CIM_SSQ_ALL"
"jmcinally","UK-SG TAX_PUD_ALL"
"jmcinally","UK-SG TRT_TOOLKIT"
"jmcinally","UK-SG MAN_TAX_ALL"
"jmcinally","UK-SG GLA_PFS_ALL"
"jmcinally","UK-SG TRT_QUALITY"
"jmcinally","UK-SG TAX_FDSGAINS_ALL"
"jmcinally","UK-SG Pre2000"
"jmcinally","UK-SG FAS_TRT_ALL"
"jmcinally","UK-SG BOS_USER"
"jmcinally","UK-SG SMS OtherTaxAll"
"jmcinally","UK-SG ADMIN_CIM TARGETING"
"jmcinally","UK-SG CWH_IG_ALL"
"jmcinally","UK-SG SMS Peoplesoft"
"jmcinally","UK-SG PUD_ST&DS_ADMIN_SHARED"
"jmcinally","UK-SG ST&DS_ALL"
"jmcinally","UK-SG CWH_FS_ALL"
"jmcinally","UK-SG SMS TaxAll"
"Agray3","UK-SG Alphatax Loader Site Administrator"
"Agray3","UK-SG Alphatax Loader CTC User"
"Agray3","UK-SG Alphatax Loader KGS User"
"Agray3","UK-SG Alphatax Loader CTC SuperUser"
"Agray3","UK-SG Alphatax Loader KGS SuperUser"
"Agray3","UK-SG Alphatax Loader KGS Secondee"
"Agray3","UK-SG Alphatax Loader Support"
"Agray3","UK-SG SCCM KGS Alphatax Users"
"Agray3","UK-SG AAD EXO Journaling"
"Agray3","UK-SG Intune App - NowSpace Pilot"
"Agray3","UK-DL S&D Infrastructure"
"Agray3","UK-SG SCCM WorkSite Macro Update Users"
"Agray3","GO-SG MC Delivery Backbone Users Regional EMA"
"Agray3","UK-SG HMRC_GMSHOPS_UK_Temp"
"Agray3","UK-SG AAD GBL - Office 365 Multi Geo"
"Agray3","UK-SG SCCM ADLookup Users"
"Agray3","UK-DL O365 Users"
"Agray3","UK-DL Source Comms B-E"
"Agray3","UK-SG EMARDCLFTUSERS"
"Agray3","UK-DL Source Comms"
"Agray3","UK-SG HMRC_CTC_UK_NEW"
"Agray3","UK-SG SCCM Visio 2013 Std Removal Users"
"Agray3","UK-SG HMRC_CTC_Offshore"
"Agray3","UK-SG TECHS_ADMIN_TECHSALL_CRS"
"Agray3","UK-SG OneDrive Users"
"Agray3","UK-DL S&D Grade E"
"Agray3","UK-SG SBA IRIS"
"Agray3","UK-DL All E Grades"
"Agray3","UK-DL S&D App Maintenance & Support"
"Agray3","UK-DL S&D Regions All"
"Agray3","GO-SG Alex User"
"Agray3","UK-SG AAD GBL - Office 365 Enterprise E3 - SPO"
"Agray3","UK-DL Pccportalbounceback"
"Agray3","UK-DL JCC D&E ALL"
"Agray3","UK-SG Intune Exchange Online Outlook Users"
"Agray3","UK-SG Intune Mobile Users"
"Agray3","UK-SG UKNASDATA11_TAXDEVLANARCHIVE"
"Agray3","UK-DL TechS Service Delivery"
"Agray3","UK-SG AAD GBL - Dynamic CRM Essentials"
"Agray3","UK-SG AAD GBL - Enterprise Mobility Security E3"
"Agray3","UK-SG AAD GBL - Office 365 Enterprise E3"
"Agray3","UK-SG Privileged Tax Role Intelledox Manage UAT"
"Agray3","UK-SG Privileged Tax Role Intelledox Manage"
"Agray3","UK-DL Solutions Staff All"
"Agray3","UK-SG HMRC_GMSHOPS_UK"
"Agray3","UK-SG HMRC_PA_UK"
"Agray3","UK-SG VDI LPR KPMG-WINDOWS-10-VDI-POC"
"Agray3","UK-SG HMRC_GMS_UK"
"Agray3","UK-SG HMRC_PCC_UK"
"Agray3","UK-DL D&E Client Facing"
"Agray3","UK-SG CompAnalyser_SRT"
"Agray3","UK-DL 2016 Bonus - E_D grades"
"Agray3","UK-SG SCCM 2012 Dynamics CRM 2016 Install"
"Agray3","UK-DL Solutions E grades"
"Agray3","UK-DL Non-Registered Wiggle 2"
"Agray3","UK-SG VDI TAX live full clones"
"Agray3","UK-SG SCCM Microsoft Office 2013"
"Agray3","UK-SG Alphatax CoE Admin"
"Agray3","US-TAX GTTP Non-UK All List"
"Agray3","UK-DL Tax Central & CTT E grades"
"Agray3","UK-SG Global Delivery Backbone Users"
"Agray3","UK-SG SCCM Autonomy Worksite V9"
"Agray3","UK-DL WorkSite TAX Contacts"
"Agray3","UK-SG MS2012 RDS ServerAccessPortal - ProdDMZ"
"Agray3","UK-SG MS2012 RDS ServerAccessPortal - DevDMZ"
"Agray3","UK-SG TaxWorkflow_Support"
"Agray3","UK-SG MS2012 RDS ServerAccessPortal - Development"
"Agray3","UK-DL Data Cleanse"
"Agray3","UK-DL ITS Major Incident Notification"
"Agray3","UK-SG SCCM Microsoft Visio Standard 2013"
"Agray3","UK-DL Flextra GLA Members"
"Agray3","UK-SG SCCM Corporate Tax Compliance Users"
"Agray3","UK-SG MS2012 Lync Project Deployment Group - Glasgow"
"Agray3","UK-SG UKTAX VDI"
"Agray3","UK-SG SDS Digita Tax Software Users"
"Agray3","UK-SG Adobe Acrobat JavaScript setting"
"Agray3","UK-DL NewLaptops_Glasgow"
"Agray3","UK-SG_TAXRDS_RDSupport"
"Agray3","UK-DL MobileIron Users"
"Agray3","UK-SG TibbrUser"
"Agray3","UK-SG_TAXRDS_RDU"
"Agray3","UK-SG_TAXRDS_Digita"
"Agray3","UK-SG_TAXRDS_Alphatax"
"Agray3","UK-SG_TAXRDS_AdobePro9"
"Agray3","UK-SG TaxWorkflow"
"Agray3","UK-SG TaxExceptions W drive Users"
"Agray3","UK-SG Share_Drives_Read_Write_Access"
"Agray3","UK-SG Share_Drives_Read_Only_Access_Manual_Users"
"Agray3","UK-SG 625_TAX_Exclusive_ALL"
"Agray3","UK-SG MFAT Users"
"Agray3","UK-DL TTG PML"
"Agray3","UK-DL ALL UK Staff"
"Agray3","UK-SG STDSPUDAPP_PAYROLL_STAR PAYROLL CLIENTS"
"Agray3","UK-SG Certificate Based SSLVPN Authentication"
"Agray3","UK-SG Alphatax TTG Users"
"Agray3","UK-SG Digita Support"
"Agray3","UK-SG MobileIron Users"
"Agray3","UK-DL Global People Survey"
"Agray3","UK-DL All UK Employees"
"Agray3","UK-DL ALL TAX UK"
"Agray3","UK-SG TAX_CTX_USERS"
"Agray3","UK-DL TTG Glasgow"
"Agray3","UK-SG Gains LH2"
"Agray3","UK-SG Alphatax Watford Users"
"Agray3","UK-DL CTC E-filing Super Users"
"Agray3","UK-SG ADMIN_977  TAX MANAGEMENT SERVICES"
"Agray3","UK-SG ADMIN_977_TAX MANAGEMENT SERVICES_TMS"
"Agray3","UK-SG DMS_Filesite_Terminalserver_Access"
"Agray3","UK-SG Digita Users"
"Agray3","UK-SG ST&DS_PFS_All"
"Agray3","UK-SG NEW_TAX_ALL"
"Agray3","UK-SG PRMBus_alldata"
"Agray3","UK-SG GLA_CIM_ALL"
"Agray3","UK-SG GLA_OMB_ALL"
"Agray3","UK-DL Interwoven IES"
"Agray3","UK-DL Interwoven PCC"
"Agray3","UK-SG TRTSHARED_Admin_Tax Knowledge Management"
"Agray3","UK-SG DMS Citrix Pilot Users"
"Agray3","UK-DL Service Failure UK"
"Agray3","UK-SG ADMIN_TECHNOLOGY"
"Agray3","UK-SG Digita Watford Secure"
"Agray3","UK-SG Digita Main"
"Agray3","UK-SG TAX RISK MANAGEMENT"
"Agray3","UK-SG PFS_ALL"
"Agray3","UK-SG OPISHARED_OPITRAINING"
"Agray3","UK-SG OPIAPP_OPITRG"
"Agray3","UK-SG 439_ALL"
"Agray3","UK-SG KPMG Users"
"Agray3","UK-SG KM Users"
"Agray3","UK-SG GLA_MRD_TAX"
"Agray3","UK-SG KPMG_TTG_Support"
"Agray3","UK-SG NEW_CIM_ALL"
"Agray3","UK-SG HR_GRAD_REC"
"Agray3","UK-SG Evolving_HR secure group"
"Agray3","UK-KM"
"Agray3","UK-SG HR_I&G"
"Agray3","UK-SG TRT_TRAINING"
"Agray3","UK-SG EIG Taxpoint Users"
"Agray3","UK-SG ST&DS_EIG"
"Agray3","UK-SG GLA_GLATAXWHITE_ALL"
"Agray3","UK-SG TRT_TECHNICAL"
"Agray3","UK-SG EDI_CIM_ALL"
"Agray3","UK-SG 537_ALL"
"Agray3","UK-SG Admin_542"
"Agray3","UK-SG TAXADMIN_ALL"
"Agray3","UK-SG CWH_FS_BOS_USER"
"Agray3","UK-SG SMS Trust Tax Users"
"Agray3","UK-SG EDI_STDS_CONSULTANTS"
"Agray3","UK-SG ADMIN_MMT"
"Agray3","UK-SG EDI_MRD_TAX"
"Agray3","UK-DL Glasgow Office All"
"Agray3","UK-SG SMS TAX_FDGAINS_ALL"
"Agray3","UK-SG HR_MRD"
"Agray3","UK-SG CIM_SSQ_ALL"
"Agray3","UK-SG EDI_OMB_ALL"
"Agray3","UK-SG TAX_PUD_ALL"
"Agray3","UK-SG ABE_CIM_ALL"
"Agray3","UK-SG ADMIN_FSAP LONDON ADMIN"
"Agray3","UK-SG EDI_TAX_ALL"
"Agray3","UK-SG CF_APPSDATA_CREDITMC_RO"
"Agray3","UK-SG STO_OMB_ALL"
"Agray3","UK-SG TRT_TOOLKIT"
"Agray3","UK-SG 805_ALL"
"Agray3","UK-SG ADMIN_311"
"Agray3","uk-sg tax knowledge"
